frame,smile_vertical_asymmetry_norm,mouth_horizontal_asymmetry_norm,eye_horizontal_asymmetry_norm,general_symmetry_score_norm,facial_droop_flag,severity_score
aug_0_1006.jpg,0.3027,0.4316,0.3342,0.2835,1,79.17
aug_0_1019.jpg,0.1505,0.266,0.3632,0.2545,1,51.96
aug_0_1035.jpg,0.3069,0.3774,0.4756,0.3549,1,78.99
aug_0_1054.jpg,0.3492,0.4814,0.4254,0.3255,1,84.92
aug_0_1122.jpg,0.3911,0.3748,0.5331,0.3334,1,87.21
aug_0_113.jpg,0.3614,0.439,0.4981,0.3249,1,86.14
aug_0_1131.jpg,0.2213,0.3965,0.3885,0.2579,1,69.06
aug_0_1143.jpg,0.2204,0.1333,0.2672,0.2134,1,46.26
aug_0_1195.jpg,0.3619,0.2379,0.4832,0.3283,1,74.03
aug_0_1228.jpg,0.3179,0.2322,0.5826,0.3587,1,69.21
aug_0_1232.jpg,0.157,0.1467,0.3377,0.2658,1,44.42
aug_0_1279.jpg,0.3558,0.1527,0.4639,0.304,1,67.03
aug_0_1297.jpg,0.0925,0.2324,0.0574,0.1345,1,35.64
aug_0_1304.jpg,0.1463,0.2287,0.1226,0.1078,1,38.96
aug_0_1307.jpg,0.2669,0.4038,0.4105,0.2895,1,75.99
aug_0_1311.jpg,0.0692,0.1246,0.2664,0.1832,1,28.47
aug_0_1312.jpg,0.2864,0.3276,0.4467,0.2961,1,72.95
aug_0_1340.jpg,0.2255,0.1729,0.5076,0.346,1,55.52
aug_0_1370.jpg,0.4063,0.452,0.4182,0.2741,1,88.91
aug_0_1383.jpg,0.0779,0.0518,0.261,0.1887,1,24.25
aug_0_14.jpg,0.2663,0.3496,0.3226,0.2274,1,68.01
aug_0_140.jpg,0.1827,0.1535,0.2979,0.2451,1,46.13
aug_0_1401.jpg,0.2651,0.3506,0.4094,0.2685,1,70.71
aug_0_1422.jpg,0.3287,0.3655,0.4733,0.3088,1,80.28
aug_0_144.jpg,0.2778,0.4823,0.2116,0.2726,1,75.95
aug_0_1442.jpg,0.3004,0.4198,0.4917,0.3145,1,80.04
aug_0_1447.jpg,0.141,0.3998,0.2302,0.2004,1,57.44
aug_0_1455.jpg,0.3111,0.372,0.4187,0.2946,1,78.65
aug_0_1467.jpg,0.1683,0.3515,0.2715,0.2057,1,56.9
aug_0_1473.jpg,0.2961,0.2067,0.322,0.2436,1,61.35
aug_0_1476.jpg,0.0849,0.0783,0.4064,0.3564,1,34.36
aug_0_149.jpg,0.2564,0.0726,0.5813,0.3628,1,51.09
aug_0_1495.jpg,0.2207,0.213,0.4969,0.3901,1,58.04
aug_0_152.jpg,0.3171,0.2396,0.4799,0.3557,1,69.68
aug_0_1524.jpg,0.3712,0.3803,0.4297,0.2594,1,82.93
aug_0_1538.jpg,0.2402,0.3198,0.3022,0.2502,1,64.69
aug_0_155.jpg,0.1743,0.3703,0.2123,0.202,1,58.67
aug_0_1555.jpg,0.2853,0.3078,0.5814,0.3896,1,71.62
aug_0_1574.jpg,0.1087,0.294,0.1819,0.1772,1,44.73
aug_0_1586.jpg,0.4184,0.2582,0.6406,0.4095,1,81.21
aug_0_159.jpg,0.2848,0.2806,0.4072,0.2783,1,68.08
aug_0_1590.jpg,0.2644,0.2544,0.5775,0.4127,1,65.51
aug_0_1591.jpg,0.2076,0.2666,0.2933,0.1913,1,53.5
aug_0_1594.jpg,0.287,0.426,0.3829,0.2578,1,75.88
aug_0_1615.jpg,0.2323,0.334,0.3528,0.2251,1,63.28
aug_0_1666.jpg,0.1943,0.1873,0.388,0.3298,1,53.48
aug_0_1667.jpg,0.2322,0.3665,0.5664,0.3558,1,70.71
aug_0_1673.jpg,0.265,0.244,0.434,0.3078,1,64.8
aug_0_1695.jpg,0.4352,0.3239,0.6255,0.3972,1,87.81
aug_0_170.jpg,0.2785,0.1694,0.6523,0.4845,1,60.55
aug_0_1706.jpg,0.246,0.1935,0.5597,0.4155,1,59.11
aug_0_1718.jpg,0.2528,0.341,0.295,0.2026,1,64.36
aug_0_1722.jpg,0.3412,0.2793,0.5322,0.3418,1,75.06
aug_0_174.jpg,0.332,0.3741,0.5403,0.3615,1,81.26
aug_0_1741.jpg,0.1441,0.0643,0.3909,0.3119,1,39.23
aug_0_1750.jpg,0.2051,0.3718,0.3608,0.2447,1,64.71
aug_0_1752.jpg,0.3345,0.3916,0.459,0.3196,1,82.82
aug_0_1761.jpg,0.1828,0.134,0.4715,0.3714,1,48.33
aug_0_1771.jpg,0.3163,0.4787,0.3426,0.2579,1,78.82
aug_0_1784.jpg,0.1764,0.0717,0.4208,0.3339,1,43.02
aug_0_1786.jpg,0.2685,0.3622,0.3204,0.2346,1,69.65
aug_0_1801.jpg,0.221,0.0694,0.34,0.2583,1,44.52
aug_0_1803.jpg,0.3433,0.4231,0.4696,0.2816,1,83.1
aug_0_1837.jpg,0.2212,0.4567,0.3765,0.2751,1,70.46
aug_0_184.jpg,0.3415,0.4503,0.4251,0.2804,1,82.84
aug_0_1849.jpg,0.4652,0.3565,0.6386,0.3951,1,93.26
aug_0_1876.jpg,0.1718,0.0919,0.3652,0.2685,1,41.97
aug_0_1891.jpg,0.2001,0.2002,0.3282,0.197,1,48.15
aug_0_1892.jpg,0.4235,0.3538,0.6175,0.3711,1,88.88
aug_0_1908.jpg,0.187,0.3466,0.1807,0.1689,1,55.96
aug_0_193.jpg,0.345,0.3379,0.5037,0.3128,1,79.84
aug_0_1944.jpg,0.2689,0.4187,0.3767,0.2684,1,74.78
aug_0_1983.jpg,0.3457,0.5068,0.266,0.2661,1,82.32
aug_0_1992.jpg,0.4523,0.3458,0.6163,0.385,1,91.17
aug_0_1996.jpg,0.314,0.2438,0.3472,0.2146,1,64.0
aug_0_2.jpg,0.2894,0.4,0.314,0.2275,1,74.11
aug_0_200.jpg,0.2374,0.225,0.52,0.359,1,60.61
aug_0_2011.jpg,0.2503,0.1781,0.5357,0.3495,1,58.39
aug_0_2013.jpg,0.1238,0.2213,0.2565,0.1835,1,41.21
aug_0_2016.jpg,0.4921,0.4085,0.6641,0.3878,1,99.21
aug_0_2023.jpg,0.4252,0.3305,0.4997,0.2575,1,84.48
aug_0_2050.jpg,0.3038,0.2847,0.6349,0.4546,1,71.73
aug_0_2093.jpg,0.2984,0.2905,0.4178,0.2751,1,69.97
aug_0_2094.jpg,0.2014,0.3632,0.2457,0.1938,1,60.3
aug_0_2101.jpg,0.257,0.3143,0.4701,0.3057,1,69.27
aug_0_2125.jpg,0.0779,0.2243,0.0475,0.0913,1,30.7
aug_0_2150.jpg,0.1839,0.2871,0.3281,0.245,1,56.26
aug_0_2155.jpg,0.0919,0.1933,0.2578,0.1865,1,36.12
aug_0_2161.jpg,0.3795,0.2941,0.7243,0.4577,1,80.0
aug_0_2173.jpg,0.1074,0.1191,0.3833,0.3298,1,39.68
aug_0_2176.jpg,0.3019,0.1468,0.6253,0.4394,1,61.2
aug_0_2213.jpg,0.2409,0.1934,0.5213,0.3687,1,58.59
aug_0_2234.jpg,0.2036,0.2672,0.2926,0.1895,1,53.02
aug_0_2235.jpg,0.3224,0.3434,0.5543,0.3277,1,78.0
aug_0_225.jpg,0.2334,0.2374,0.4022,0.2746,1,59.45
aug_0_2250.jpg,0.3456,0.3006,0.5548,0.3583,1,77.1
aug_0_2264.jpg,0.053,0.2336,0.0405,0.1433,1,32.36
aug_0_2274.jpg,0.184,0.2791,0.2284,0.171,1,50.73
aug_0_2291.jpg,0.2899,0.1283,0.7117,0.5154,1,58.61
aug_0_2304.jpg,0.0869,0.2479,0.0554,0.1658,1,38.34
aug_0_2360.jpg,0.2536,0.2823,0.4637,0.3601,1,66.53
aug_0_2362.jpg,0.2272,0.353,0.3839,0.2724,1,67.36
aug_0_2395.jpg,0.2439,0.2621,0.544,0.3954,1,64.05
aug_0_2415.jpg,0.2048,0.1866,0.4606,0.3554,1,54.48
aug_0_2419.jpg,0.1982,0.2386,0.3253,0.25,1,54.38
aug_0_2422.jpg,0.0749,0.0351,0.275,0.2062,1,23.87
aug_0_2424.jpg,0.3494,0.2365,0.3839,0.2492,1,69.3
aug_0_2445.jpg,0.3525,0.3748,0.3744,0.2478,1,79.88
aug_0_2449.jpg,0.3196,0.3069,0.4851,0.3419,1,74.97
aug_0_245.jpg,0.0005,0.1795,0.1693,0.2303,1,28.87
aug_0_2466.jpg,0.2197,0.1802,0.256,0.1929,1,48.35
aug_0_2495.jpg,0.3395,0.1335,0.4753,0.3401,1,63.96
aug_0_2505.jpg,0.2228,0.3656,0.1824,0.2173,1,64.2
aug_0_2513.jpg,0.3143,0.3956,0.4764,0.2942,1,80.71
aug_0_2534.jpg,0.0564,0.2074,0.1291,0.1822,1,33.34
aug_0_2543.jpg,0.1255,0.4321,0.2476,0.2141,1,56.83
aug_0_2559.jpg,0.352,0.3277,0.4319,0.252,1,76.58
aug_0_256.jpg,0.3921,0.1987,0.6435,0.4746,1,74.11
aug_0_2564.jpg,0.2217,0.1242,0.4929,0.3877,1,51.48
aug_0_2574.jpg,0.0902,0.0757,0.2142,0.1833,1,26.91
aug_0_2577.jpg,0.2978,0.303,0.5475,0.3502,1,72.5
aug_0_2589.jpg,0.2148,0.1076,0.4784,0.3667,1,49.55
aug_0_2597.jpg,0.2423,0.1152,0.3623,0.262,1,50.33
aug_0_2605.jpg,0.2187,0.3177,0.2261,0.1777,1,57.55
aug_0_2612.jpg,0.3633,0.3825,0.4046,0.253,1,81.88
aug_0_2615.jpg,0.225,0.1017,0.5952,0.4341,1,50.13
aug_0_2636.jpg,0.1146,0.2843,0.0834,0.2014,1,46.21
aug_0_264.jpg,0.2085,0.2581,0.2117,0.1491,1,50.15
aug_0_2640.jpg,0.2578,0.2951,0.5436,0.4584,1,67.91
aug_0_2641.jpg,0.2865,0.4509,0.4174,0.2772,1,77.13
aug_0_2652.jpg,0.1654,0.1442,0.2749,0.245,1,43.69
aug_0_2653.jpg,0.2207,0.454,0.0998,0.2822,1,70.89
aug_0_2655.jpg,0.234,0.1847,0.5722,0.4599,1,57.25
aug_0_266.jpg,0.276,0.1926,0.4323,0.3111,1,62.05
aug_0_2664.jpg,0.0773,0.1618,0.2867,0.1933,1,32.75
aug_0_267.jpg,0.1639,0.1914,0.2898,0.1838,1,43.0
aug_0_2681.jpg,0.1839,0.2651,0.2662,0.1897,1,50.92
aug_0_2687.jpg,0.3314,0.2602,0.4549,0.2664,1,70.42
aug_0_2690.jpg,0.2903,0.3318,0.5943,0.3793,1,73.92
aug_0_2706.jpg,0.2075,0.2198,0.2974,0.1896,1,49.87
aug_0_2710.jpg,0.2253,0.0113,0.3408,0.277,1,41.85
aug_0_2720.jpg,0.2439,0.3128,0.4966,0.3227,1,67.85
aug_0_2726.jpg,0.3098,0.4567,0.3981,0.2725,1,79.15
aug_0_2727.jpg,0.1144,0.0425,0.1632,0.1883,1,27.18
aug_0_2729.jpg,0.3115,0.2314,0.3708,0.2434,1,64.73
aug_0_2737.jpg,0.3761,0.2652,0.4996,0.3303,1,77.5
aug_0_274.jpg,0.1611,0.3177,0.2019,0.175,1,51.6
aug_0_2743.jpg,0.2282,0.2429,0.4019,0.3104,1,61.04
aug_0_2759.jpg,0.3035,0.18,0.3381,0.2396,1,59.83
aug_0_2768.jpg,0.2529,0.2774,0.3505,0.262,1,63.57
aug_0_2771.jpg,0.4559,0.4002,0.5987,0.3711,1,95.59
aug_0_2776.jpg,0.1728,0.3692,0.07,0.2184,1,59.54
aug_0_2789.jpg,0.3516,0.4191,0.4536,0.2927,1,84.67
aug_0_2814.jpg,0.3641,0.2243,0.6882,0.4754,1,73.24
aug_0_2817.jpg,0.26,0.3541,0.1765,0.1729,1,64.09
aug_0_2821.jpg,0.1832,0.1365,0.2615,0.1888,1,41.15
aug_0_2822.jpg,0.2299,0.3239,0.2272,0.1799,1,59.28
aug_0_2838.jpg,0.198,0.2586,0.2743,0.1899,1,51.86
aug_0_2849.jpg,0.2928,0.1996,0.6632,0.457,1,64.25
aug_0_2850.jpg,0.2106,0.3888,0.3445,0.2628,1,67.74
aug_0_2854.jpg,0.1948,0.2507,0.3219,0.1978,1,51.47
aug_0_2856.jpg,0.2724,0.2282,0.3934,0.2524,1,61.19
aug_0_2878.jpg,0.1688,0.3619,0.3903,0.2514,1,60.78
aug_0_2893.jpg,0.209,0.1419,0.3382,0.2525,1,48.38
aug_0_2894.jpg,0.3488,0.3234,0.4355,0.2503,1,75.83
aug_0_2903.jpg,0.1721,0.0615,0.4524,0.3751,1,41.83
aug_0_2921.jpg,0.1956,0.0842,0.418,0.3382,1,45.87
aug_0_2946.jpg,0.3157,0.3715,0.4569,0.288,1,78.63
aug_0_2957.jpg,0.1938,0.3689,0.2456,0.2047,1,60.69
aug_0_2958.jpg,0.2915,0.392,0.3063,0.2253,1,73.57
aug_0_2982.jpg,0.3368,0.3318,0.4855,0.2972,1,78.37
aug_0_2997.jpg,0.1911,0.3273,0.2143,0.171,1,55.06
aug_0_300.jpg,0.2341,0.4097,0.3294,0.2535,1,70.31
aug_0_3010.jpg,0.2696,0.2174,0.4278,0.3085,1,63.27
aug_0_302.jpg,0.1218,0.131,0.2995,0.217,1,36.48
aug_0_3042.jpg,0.2308,0.3428,0.1282,0.1726,1,60.29
aug_0_3052.jpg,0.3241,0.1141,0.4453,0.3161,1,60.97
aug_0_3098.jpg,0.2878,0.4128,0.4498,0.2752,1,77.13
aug_0_3100.jpg,0.3574,0.1883,0.3615,0.2637,1,67.44
aug_0_3101.jpg,0.3467,0.3518,0.5599,0.3679,1,81.05
aug_0_3104.jpg,0.225,0.2387,0.5185,0.2802,1,59.08
aug_0_3133.jpg,0.1721,0.0851,0.2846,0.2291,1,38.87
aug_0_3137.jpg,0.435,0.3941,0.5488,0.3108,1,93.06
aug_0_3154.jpg,0.3038,0.3531,0.5924,0.3912,1,76.86
aug_0_3182.jpg,0.0296,0.2409,0.1271,0.26,1,38.36
aug_0_3190.jpg,0.3037,0.4338,0.3276,0.2462,1,76.78
aug_0_3203.jpg,0.3718,0.4186,0.4044,0.3097,1,87.18
aug_0_3204.jpg,0.2772,0.3426,0.4407,0.2853,1,72.44
aug_0_3223.jpg,0.2368,0.0846,0.2316,0.1807,1,42.07
aug_0_3236.jpg,0.3342,0.4096,0.4411,0.2709,1,81.48
aug_0_3246.jpg,0.3565,0.2249,0.5129,0.3369,1,72.52
aug_0_3255.jpg,0.4142,0.4339,0.5252,0.3035,1,91.42
aug_0_326.jpg,0.3345,0.4399,0.364,0.2627,1,80.97
aug_0_3269.jpg,0.4051,0.3547,0.6526,0.4041,1,87.11
aug_0_3277.jpg,0.1576,0.1226,0.2983,0.218,1,39.49
aug_0_3281.jpg,0.2635,0.1474,0.6341,0.4143,1,57.41
aug_0_3289.jpg,0.3503,0.4305,0.623,0.3883,1,85.03
aug_0_3307.jpg,0.2187,0.3549,0.2993,0.2205,1,63.19
aug_0_3326.jpg,0.1825,0.363,0.3603,0.2449,1,61.8
aug_0_3331.jpg,0.2213,0.2392,0.2729,0.2294,1,55.37
aug_0_3345.jpg,0.4487,0.3738,0.5767,0.3278,1,92.9
aug_0_3351.jpg,0.2706,0.2792,0.5665,0.4006,1,68.0
aug_0_3355.jpg,0.3542,0.2696,0.3762,0.2425,1,71.81
aug_0_3360.jpg,0.3263,0.3182,0.4628,0.3178,1,76.49
aug_0_3366.jpg,0.34,0.1661,0.4237,0.3147,1,66.46
aug_0_3372.jpg,0.2726,0.2359,0.5821,0.3602,1,64.95
aug_0_338.jpg,0.3992,0.4222,0.5974,0.3777,1,89.92
aug_0_3400.jpg,0.2008,0.3988,0.1728,0.2156,1,64.37
aug_0_3409.jpg,0.2167,0.3516,0.3181,0.2327,1,63.56
aug_0_3428.jpg,0.1836,0.1288,0.2622,0.2055,1,41.72
aug_0_3469.jpg,0.2665,0.3753,0.3816,0.2424,1,70.96
aug_0_3472.jpg,0.47,0.4539,0.4604,0.289,1,96.26
aug_0_3473.jpg,0.2333,0.2369,0.4538,0.2737,1,59.34
aug_0_3477.jpg,0.3559,0.4918,0.541,0.3651,1,85.59
aug_0_3484.jpg,0.2709,0.3304,0.5581,0.388,1,71.87
aug_0_3496.jpg,0.1405,0.1523,0.3052,0.2612,1,42.89
aug_0_3499.jpg,0.4891,0.3086,0.6601,0.3284,1,92.05
aug_0_3502.jpg,0.0953,0.1159,0.267,0.1828,1,30.4
aug_0_3503.jpg,0.2198,0.1257,0.2599,0.1926,1,44.25
aug_0_3515.jpg,0.2585,0.4773,0.228,0.2424,1,72.01
aug_0_3521.jpg,0.3212,0.3934,0.6209,0.434,1,81.62
aug_0_3547.jpg,0.1544,0.2034,0.3358,0.2203,1,45.39
aug_0_355.jpg,0.0602,0.3236,0.0977,0.1426,1,39.79
aug_0_356.jpg,0.4389,0.3245,0.6152,0.4111,1,88.23
aug_0_3563.jpg,0.2755,0.3178,0.5684,0.4291,1,71.38
aug_0_3576.jpg,0.3756,0.4081,0.4801,0.3112,1,87.56
aug_0_3584.jpg,0.1243,0.2318,0.2133,0.1669,1,40.94
aug_0_3595.jpg,0.3514,0.0797,0.3594,0.2699,1,59.11
aug_0_3601.jpg,0.1469,0.1457,0.4042,0.2757,1,44.0
aug_0_3604.jpg,0.3782,0.2933,0.4915,0.3023,1,79.82
aug_0_3613.jpg,0.1791,0.212,0.3441,0.2652,1,51.49
aug_0_3638.jpg,0.2573,0.3534,0.4472,0.2929,1,71.76
aug_0_3640.jpg,0.1524,0.2271,0.2821,0.19,1,44.95
aug_0_3646.jpg,0.4591,0.4142,0.6189,0.3781,1,95.91
aug_0_3648.jpg,0.2787,0.2259,0.4111,0.3054,1,64.82
aug_0_3663.jpg,0.2901,0.163,0.2188,0.1458,1,50.96
aug_0_3669.jpg,0.2898,0.3521,0.3479,0.2548,1,72.38
aug_0_3672.jpg,0.4056,0.3059,0.4291,0.2791,1,82.11
aug_0_3677.jpg,0.2073,0.2626,0.4888,0.3646,1,60.43
aug_0_3688.jpg,0.1711,0.0698,0.4199,0.338,1,42.35
aug_0_3691.jpg,0.3274,0.3841,0.4951,0.3265,1,81.55
aug_0_3693.jpg,0.3986,0.3505,0.6764,0.4365,1,86.15
aug_0_3696.jpg,0.4397,0.372,0.5527,0.3576,1,91.87
aug_0_371.jpg,0.2091,0.1336,0.3003,0.2407,1,46.98
aug_0_3713.jpg,0.2536,0.3512,0.1496,0.1944,1,64.67
aug_0_3719.jpg,0.3838,0.238,0.6302,0.4473,1,76.23
aug_0_372.jpg,0.2171,0.3493,0.2792,0.2022,1,61.38
aug_0_3731.jpg,0.1685,0.0081,0.3357,0.2597,1,34.77
aug_0_3742.jpg,0.4422,0.4093,0.5686,0.3556,1,94.22
aug_0_3753.jpg,0.2019,0.3355,0.2903,0.2169,1,59.81
aug_0_3757.jpg,0.1543,0.3154,0.3113,0.2086,1,53.0
aug_0_3772.jpg,0.1241,0.2435,0.0565,0.1081,1,37.88
aug_0_3777.jpg,0.473,0.3615,0.6011,0.376,1,94.41
aug_0_3789.jpg,0.2189,0.1773,0.2588,0.2246,1,50.17
aug_0_3799.jpg,0.312,0.4663,0.3285,0.2589,1,78.46
aug_0_3809.jpg,0.2664,0.218,0.2712,0.1856,1,55.36
aug_0_3827.jpg,0.2426,0.3016,0.1299,0.1447,1,56.52
aug_0_3839.jpg,0.2017,0.3906,0.3342,0.2402,1,65.48
aug_0_3899.jpg,0.3251,0.214,0.3837,0.2831,1,67.43
aug_0_3900.jpg,0.3278,0.3916,0.2106,0.2059,1,75.87
aug_0_3912.jpg,0.0654,0.2921,0.1636,0.2816,1,47.21
aug_0_3915.jpg,0.2189,0.0532,0.5434,0.4601,1,45.88
aug_0_3918.jpg,0.2789,0.4259,0.4113,0.3008,1,77.89
aug_0_3922.jpg,0.1151,0.3889,0.2177,0.1847,1,53.0
aug_0_3940.jpg,0.2538,0.3333,0.2753,0.2008,1,63.76
aug_0_3943.jpg,0.0118,0.2338,0.0527,0.1239,1,26.97
aug_0_3944.jpg,0.3528,0.4147,0.4357,0.2687,1,83.19
aug_0_3953.jpg,0.3103,0.2672,0.4211,0.276,1,69.47
aug_0_3964.jpg,0.2601,0.2272,0.4073,0.2927,1,62.57
aug_0_3966.jpg,0.1877,0.2561,0.1644,0.1291,1,46.59
aug_0_3967.jpg,0.2003,0.2083,0.4941,0.365,1,55.65
aug_0_3972.jpg,0.2774,0.2329,0.5228,0.3794,1,65.21
aug_0_3973.jpg,0.1982,0.1082,0.2874,0.2843,1,46.88
aug_0_3987.jpg,0.2919,0.2447,0.6697,0.4813,1,67.54
aug_0_3988.jpg,0.4162,0.2675,0.4995,0.3268,1,81.68
aug_0_4013.jpg,0.2866,0.3224,0.3712,0.2668,1,70.63
aug_0_4037.jpg,0.4252,0.4237,0.4837,0.3028,1,92.52
aug_0_4049.jpg,0.1869,0.2182,0.3131,0.2205,1,49.76
aug_0_405.jpg,0.3648,0.3642,0.5165,0.3482,1,83.8
aug_0_4054.jpg,0.3108,0.297,0.4108,0.2411,1,69.42
aug_0_4058.jpg,0.5077,0.3438,0.6343,0.3145,1,95.79
aug_0_4063.jpg,0.392,0.3508,0.7245,0.4366,1,85.51
aug_0_4089.jpg,0.2746,0.3398,0.4657,0.2614,1,70.37
aug_0_4113.jpg,0.215,0.3262,0.3565,0.235,1,61.64
aug_0_4115.jpg,0.357,0.424,0.3519,0.2519,1,82.49
aug_0_4128.jpg,0.2551,0.2109,0.4016,0.2622,1,58.81
aug_0_414.jpg,0.1936,0.1988,0.2866,0.2146,1,48.58
aug_0_4156.jpg,0.401,0.2289,0.4886,0.3447,1,77.27
aug_0_4167.jpg,0.1839,0.1922,0.463,0.3647,1,52.81
aug_0_4174.jpg,0.3057,0.3363,0.3317,0.2211,1,70.53
aug_0_4184.jpg,0.47,0.228,0.6375,0.3857,1,84.09
aug_0_4206.jpg,0.291,0.3216,0.4961,0.314,1,73.22
aug_0_4217.jpg,0.4107,0.3893,0.6592,0.4187,1,90.27
aug_0_422.jpg,0.1558,0.1761,0.3317,0.2088,1,42.7
aug_0_4231.jpg,0.4039,0.3837,0.6099,0.3837,1,89.16
aug_0_4233.jpg,0.4016,0.3087,0.6343,0.4078,1,83.31
aug_0_4251.jpg,0.0294,0.2966,0.048,0.1321,1,34.0
aug_0_4270.jpg,0.1261,0.2801,0.179,0.143,1,43.15
aug_0_4273.jpg,0.2609,0.2738,0.2693,0.2132,1,60.84
aug_0_4285.jpg,0.1551,0.2083,0.2628,0.2004,1,44.49
aug_0_4298.jpg,0.1664,0.108,0.3815,0.2993,1,44.69
aug_0_4300.jpg,0.2355,0.313,0.3279,0.2272,1,62.17
aug_0_4310.jpg,0.1799,0.186,0.4324,0.2756,1,50.31
aug_0_4330.jpg,0.2355,0.1116,0.3028,0.2096,1,45.89
aug_0_4377.jpg,0.275,0.3793,0.3857,0.2651,1,73.61
aug_0_4382.jpg,0.2221,0.2235,0.2108,0.1526,1,49.14
aug_0_4442.jpg,0.2536,0.1047,0.3879,0.294,1,52.81
aug_0_4456.jpg,0.2281,0.3182,0.2833,0.1929,1,59.54
aug_0_4457.jpg,0.3515,0.3961,0.392,0.2521,1,81.66
aug_0_4469.jpg,0.2429,0.3253,0.3833,0.2503,1,65.37
aug_0_4474.jpg,0.3031,0.3512,0.4984,0.3664,1,76.65
aug_0_448.jpg,0.2746,0.4491,0.377,0.2656,1,75.16
aug_0_4484.jpg,0.2854,0.4691,0.474,0.3148,1,78.54
aug_0_4486.jpg,0.3927,0.2723,0.5065,0.3124,1,79.69
aug_0_4510.jpg,0.3172,0.3699,0.4425,0.3014,1,79.46
aug_0_4521.jpg,0.2283,0.1705,0.4372,0.2928,1,55.14
aug_0_4522.jpg,0.4359,0.3179,0.5462,0.342,1,87.43
aug_0_4528.jpg,0.34,0.4339,0.4389,0.2811,1,82.74
aug_0_4531.jpg,0.1991,0.2493,0.3226,0.2386,1,54.52
aug_0_4547.jpg,0.3036,0.2741,0.3397,0.2242,1,65.87
aug_0_4553.jpg,0.1454,0.1564,0.3389,0.2552,1,43.29
aug_0_4566.jpg,0.2056,0.2084,0.3123,0.2629,1,53.72
aug_0_4573.jpg,0.2148,0.1813,0.3274,0.2236,1,49.99
aug_0_4574.jpg,0.2178,0.2785,0.3114,0.202,1,56.14
aug_0_4589.jpg,0.288,0.0726,0.6375,0.4566,1,54.24
aug_0_4600.jpg,0.1843,0.1422,0.3579,0.2671,1,46.9
aug_0_4609.jpg,0.1319,0.3285,0.2231,0.211,1,51.9
aug_0_4614.jpg,0.1578,0.1962,0.3571,0.2623,1,47.99
aug_0_4616.jpg,0.3178,0.4168,0.4579,0.2785,1,80.35
aug_0_4646.jpg,0.2715,0.1683,0.3669,0.2778,1,58.29
aug_0_4655.jpg,0.2821,0.3866,0.4456,0.2799,1,75.87
aug_0_4674.jpg,0.2242,0.3238,0.2747,0.1877,1,59.22
aug_0_4679.jpg,0.3552,0.271,0.6133,0.4688,1,75.84
aug_0_4694.jpg,0.1888,0.3279,0.1326,0.1457,1,53.18
aug_0_4696.jpg,0.2702,0.2494,0.4094,0.3213,1,65.72
aug_0_4709.jpg,0.2523,0.285,0.4496,0.2955,1,66.31
aug_0_4734.jpg,0.277,0.2747,0.5218,0.3623,1,68.3
aug_0_4736.jpg,0.3444,0.4667,0.44,0.2896,1,83.75
aug_0_4742.jpg,0.3192,0.393,0.5163,0.334,1,81.4
aug_0_4820.jpg,0.3124,0.4946,0.3037,0.3025,1,81.24
aug_0_486.jpg,0.3583,0.4202,0.4394,0.2761,1,84.24
aug_0_4866.jpg,0.2559,0.4,0.4815,0.379,1,75.59
aug_0_4884.jpg,0.167,0.0396,0.2773,0.2552,1,36.68
aug_0_489.jpg,0.1946,0.1431,0.4335,0.3357,1,50.19
aug_0_4912.jpg,0.2793,0.1685,0.4791,0.3272,1,60.57
aug_0_4929.jpg,0.2532,0.2176,0.3727,0.3051,1,61.64
aug_0_4932.jpg,0.285,0.2034,0.4299,0.3067,1,63.76
aug_0_4941.jpg,0.1734,0.1151,0.4626,0.333,1,45.97
aug_0_4954.jpg,0.0305,0.09,0.2086,0.1991,1,23.08
aug_0_4960.jpg,0.1383,0.0714,0.4217,0.3077,1,39.18
aug_0_4970.jpg,0.2174,0.2658,0.4752,0.3255,1,61.67
aug_0_4974.jpg,0.1869,0.2737,0.3229,0.2377,1,55.07
aug_0_4987.jpg,0.1651,0.1848,0.3204,0.2112,1,44.45
aug_0_4991.jpg,0.2708,0.1784,0.6068,0.3963,1,60.46
aug_0_4992.jpg,0.1288,0.3044,0.2461,0.1742,1,47.33
aug_0_50.jpg,0.2049,0.2992,0.2591,0.1859,1,55.33
aug_0_5025.jpg,0.2804,0.3071,0.5167,0.3764,1,71.07
aug_0_5029.jpg,0.382,0.4203,0.51,0.2891,1,87.47
aug_0_5035.jpg,0.2355,0.16,0.5486,0.3837,1,55.55
aug_0_5036.jpg,0.3342,0.298,0.5547,0.3982,1,75.77
aug_0_5040.jpg,0.4268,0.2799,0.6178,0.3917,1,83.67
aug_0_5049.jpg,0.1395,0.091,0.4012,0.2277,1,35.95
aug_0_5055.jpg,0.19,0.2885,0.1692,0.1424,1,50.13
aug_0_5071.jpg,0.3523,0.5175,0.4673,0.3121,1,85.23
aug_0_5074.jpg,0.2714,0.2366,0.5771,0.3913,1,64.89
aug_0_5126.jpg,0.3016,0.347,0.6069,0.3526,1,76.19
aug_0_5137.jpg,0.1254,0.3242,0.157,0.2093,1,50.81
aug_0_5139.jpg,0.4058,0.3381,0.5357,0.2932,1,85.49
aug_0_5147.jpg,0.267,0.3354,0.4626,0.321,1,71.85
aug_0_5151.jpg,0.3925,0.2406,0.5982,0.3851,1,77.29
aug_0_5179.jpg,0.1189,0.2331,0.1757,0.14,1,38.7
